회사명,종목코드,업종,주요제품,상장일,시장구분,ticker
평화홀딩스,010770,자동차 신품 부품 제조업,지주회사,1986-03-31,KOSPI,010770.KS
일신석재,007110,"건축자재, 철물 및 난방장치 도매업","건축석 제조,도소매/석공예,석공사",1986-03-04,KOSPI,007110.KS
KG스틸,016380,1차 철강 제조업,"철강재(냉연강판,아연도강판,칼라강판,석도강판,선재류,강관,형강,봉강),비철금속 제조,도매",1986-02-03,KOSPI,016380.KS
아이에스동서,010780,"시멘트, 석회, 플라스터 및 그 제품 제조업","타일,위생도기,콘크리트파일,P.C관,침목 제조,도매",1986-01-27,KOSPI,010780.KS
SH에너지화학,002360,기초 화학물질 제조업,"합성수지(PS/EPS,ABS수지) 제조",1985-12-23,KOSPI,002360.KS
대한화섬,003830,화학섬유 제조업,"화학섬유원사(FY,PTY,S.FIBER)제조",1985-12-23,KOSPI,003830.KS
코리아써키트,007810,전자부품 제조업,"인쇄회로기판,Module 제조/부동산(건물) 임대",1985-09-09,KOSPI,007810.KS
신세계,004170,종합 소매업,"백화점,할인점(E마트)",1985-08-19,KOSPI,004170.KS
OCI홀딩스,010060,기타 금융업,"타르제품,카본블랙,무수프탈산,농약원제,석탄화학제품,정밀화학제품,플라스틱창호재 제조,판매",1985-07-09,KOSPI,010060.KS
삼일제약,000520,의약품 제조업,"양약(부루펜,액티피드,포리부틴) 제조,도매",1985-05-29,KOSPI,000520.KS
인스코비,006490,전기 통신업,"시계,스마트그리드,도소매,소프트웨어개발",1985-01-17,KOSPI,006490.KS
일성아이에스,003120,의약품 제조업,"의약품(항생제,화학료법제,항바이러스,근이완제,영양액륜) 제조,판매",1985-01-14,KOSPI,003120.KS
현대건설,000720,토목 건설업,"공사수입,주택분양,건설산업부문 설계,감리 등 엔지니어링서비스",1984-12-22,KOSPI,000720.KS
TCC스틸,002710,1차 철강 제조업,"석도강판,표면처리강판 제조,판매",1984-12-21,KOSPI,002710.KS
에이프로젠바이오로직스,003060,의약품 제조업,"의약품(항생제,영양수액제,드링크제,철결핍성빈혈예방치료제,경옥동충하초) 제조,판매",1984-10-19,KOSPI,003060.KS
F&F 홀딩스,007700,기타 금융업,지주회사,1984-10-04,KOSPI,007700.KS
아남전자,008700,영상 및 음향기기 제조업,"칼라TV,오디오,비디오 제조,도매",1984-08-11,KOSPI,008700.KS
HD현대미포,010620,선박 및 보트 건조업,"선박수리,선박개조,선박신조",1983-12-20,KOSPI,010620.KS
GS건설,006360,건물 건설업,"토목공사,건축공사,주택공사,산업플랜트공사,리모델링공사,시설물유지관리공사/산업설비설계,감리 용역,수출입/에너지관리 진단,연구개발",1981-08-03,KOSPI,006360.KS
삼아알미늄,006110,1차 비철금속 제조업,"알루미늄박지,은박지,은박가공품,알페이스트 제조,도매,수출",1980-12-05,KOSPI,006110.KS
한국전자홀딩스,006200,기타 금융업,"시장조사,경영컨설팅",1979-11-30,KOSPI,006200.KS
삼성SDI,006400,일차전지 및 이차전지 제조업,"2차전지, 전자재료 제조 판매",1979-02-27,KOSPI,006400.KS
삼성전기,009150,전자부품 제조업,"수동소자 (MLCC, Inductor, Chip Resistor 등), 모듈(카메라모듈, 통신모듈), 반도체패키지 기판",1979-02-27,KOSPI,009150.KS
동부건설,005960,토목 건설업,"건축공사,토목공사,전기공사,기계설비공사/비금속,철구조물 제조,판매/여객,자동차 운송,항만하역",1978-10-30,KOSPI,005960.KS
케이씨티시,009070,도로 화물 운송업,"화물자동차운송,항만하역,창고보관,컨테이너조작,중량물해상운송",1978-09-29,KOSPI,009070.KS
코오롱글로벌,003070,토목 건설업,"토목공사,일반건설,주택건설,해외건설,소각로설비공사/환경플랜트,폐처리기 제조",1978-09-15,KOSPI,003070.KS
빙그레,005180,동·식물성 유지 및 낙농제품 제조업,"아이스크림,우유,스낵,유산균(욥닥터캡슐) 제조",1978-08-31,KOSPI,005180.KS
녹십자홀딩스,005250,회사 본부 및 경영 컨설팅 서비스업,"알부민,유로키나제,간염백신,유행성출혈열백신 제조",1978-08-28,KOSPI,005250.KS
시알홀딩스,000480,"내화, 비내화 요업제품 제조업","내화연와(정형,부정형,S/N,CCN),단열벽돌,스라이딩노즐,연주용 특수내화물 제조",1978-06-30,KOSPI,000480.KS
현대약품,004310,의약품 제조업,"타코실, 마이녹실, 테놀민, 미에로화이바 등",1978-06-28,KOSPI,004310.KS
남양유업,003920,동·식물성 유지 및 낙농제품 제조업,"시유,조제분유,발효유,이유밀,치즈,프렌치까페 제조,도매",1978-06-24,KOSPI,003920.KS
남선알미늄,008350,1차 비철금속 제조업,알미늄샷시 제조/환경사업,1978-05-22,KOSPI,008350.KS
한국화장품제조,003350,기타 화학제품 제조업,"화장품(OEM,ODM)",1978-02-06,KOSPI,003350.KS
현대코퍼레이션,011760,상품 종합 도매업,"자동차,철강,기계,선박,플랜트,컴퓨터,전자제품 수출,수출입대행/자원(탄광,유전) 개발",1977-12-01,KOSPI,011760.KS
LS,006260,기타 금융업,"전력용전선,일반전선,통신케이블,동선,알루미늄선,공조기,프라스틱사출성형기 제조,도매",1977-06-30,KOSPI,006260.KS
SK네트웍스,001740,기타 전문 도매업,"정보통신 유통, 자동차 관리, 글로벌 트레이딩, 호텔&리조트",1977-06-30,KOSPI,001740.KS
경농,002100,"비료, 농약 및 살균, 살충제 제조업","완제농약(잡초약,살충제,살균제) 제조",1977-06-30,KOSPI,002100.KS
티웨이홀딩스,004870,"시멘트, 석회, 플라스터 및 그 제품 제조업","레미콘,콘크리트파일,완구 제조/미니어쳐테마파크 운영",1977-06-30,KOSPI,004870.KS
동방아그로,007590,"비료, 농약 및 살균, 살충제 제조업","농약(잡초발생전 토양처리형 밭잡초약,부메랑,주움,그라목손) 제조,도매",1977-06-29,KOSPI,007590.KS
송원산업,004430,기타 화학제품 제조업,"폴리머첨가제(PVC안정제,산화방지제),폴리우레탄수지,프라스틱첨가제 제조",1977-06-25,KOSPI,004430.KS
진흥기업,002780,토목 건설업,"아파트건설,토목공사,건축공사,국내도급공사",1977-06-25,KOSPI,002780.KS
한국석유공업,004090,기타 비금속 광물제품 제조업,"석유류제품(솔벤트,부로운아스팔트,방수시트몰터프라스,메타놀,빙초산) 제조,도소매/부동산 임대",1977-06-25,KOSPI,004090.KS
천일고속,000650,육상 여객 운송업,"고속버스운수(경부선,44개 노선),도로여객운수업,운수창고업,유류판매,부동산 임대",1977-06-23,KOSPI,000650.KS
대원강업,000430,자동차 신품 부품 제조업,차랑용 스프링 및 시트,1977-06-22,KOSPI,000430.KS
만호제강,001080,1차 철강 제조업,"와이어로프,합성섬유로프,특수강선 제조,수출,임대",1977-06-18,KOSPI,001080.KS
조광피혁,004700,"가죽, 가방 및 유사제품 제조업","가죽(피혁원단,제화용원단,카시트용원단),가방,신발 제조,도매",1977-05-27,KOSPI,004700.KS
세방,004360,도로 화물 운송업,"도로운송,항만하역,창고,지게차 임대",1977-05-19,KOSPI,004360.KS
동양철관,008970,1차 철강 제조업,"수도용 도복장 강관,주물(강관말뚝),가스관 제조/아파트건설",1977-03-05,KOSPI,008970.KS
대유에이텍,002880,자동차 신품 부품 제조업,자동차부품(자동차용 시트)제조,1977-02-18,KOSPI,002880.KS
남광토건,001260,토목 건설업,"토목공사,건축공사,기전공사,측량설계시공,용역/철구조물 제조",1976-12-28,KOSPI,001260.KS
삼영전자공업,005680,전자부품 제조업,"전자부품(알루미늄 전해콘덴서),전기이중층콘덴서,센서 제조,도매",1976-12-28,KOSPI,005680.KS
신영와코루,005800,봉제의복 제조업,"여성용 내의류(화운데이션,란제리,블래지어),환자,노령자용 파자마,남성용 내의류 제조",1976-12-28,KOSPI,005800.KS
오리엔트바이오,002630,의약품 제조업,의약품 제조,1976-12-28,KOSPI,002630.KS
조비,001550,"비료, 농약 및 살균, 살충제 제조업","복합비료(연초용,수도용,시판용,특수작물용),양액재배용 비료,완효성 비료,부직포 제조,무역",1976-12-28,KOSPI,001550.KS
한국공항,005430,기타 운송관련 서비스업,"항공기 지상조업,항공화물 상하역,장비대여,항공용역사업,항공기급유,항공화물 취급,보관,부정기헬기운송,여행알선,광업,먹는샘물 제조,농축산업",1976-12-28,KOSPI,005430.KS
조광페인트,004910,기타 화학제품 제조업,"도료(우레탄,에나멜,락카,특수도료) 제조,도매",1976-12-27,KOSPI,004910.KS
SB성보,003080,"비료, 농약 및 살균, 살충제 제조업","완제농약(해비치과립,카스텔란),원제농약(슈퍼유나니,다이아톤) 제조,도매",1976-12-23,KOSPI,003080.KS
삼천리,004690,연료용 가스 제조 및 배관공급업,도시가스 공급/부동산 임대,1976-12-23,KOSPI,004690.KS
조흥,002600,기타 식품 제조업,"휘핑크림,인스턴트이스트,프루츠칵테일,크림치즈,견과류,건조과일 제조,판매/주택 신축,판매",1976-12-23,KOSPI,002600.KS
금양,001570,기초 화학물질 제조업,"발포제,사카린,OPTSA,베나졸,TCA 제조",1976-12-17,KOSPI,001570.KS
사조대림,003960,수산물 가공 및 저장 처리업,"게맛살,어육연제품,식용류,배합사료 제조",1976-09-16,KOSPI,003960.KS
비비안,002070,봉제의복 제조업,"여성내의류(스타킹,화운데이숀,란제리),카바링사 제조,수출입/부동산 매매,임대",1976-07-13,KOSPI,002070.KS
SNT다이내믹스,003570,자동차 신품 부품 제조업,"자동차부품(동력전달장치 등),공작기계(CNC선반 등),사출성형기 제조",1976-07-08,KOSPI,003570.KS
한신공영,004960,건물 건설업,"토목공사,건축공사,주택건설,유통업(백화점),문화교실,주차장",1976-07-07,KOSPI,004960.KS
농심,004370,기타 식품 제조업,"라면,스낵,유지 제조,도매,수출입",1976-06-30,KOSPI,004370.KS
삼영,003720,플라스틱제품 제조업,"합성수지(BOPP,캐파시타),PPC,랩,종이상자(카톤팩) 제조",1976-06-30,KOSPI,003720.KS
성신양회,004980,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트,레미콘 제조",1976-06-30,KOSPI,004980.KS
신라교역,004970,어로 어업,"원양어업(참치,명태,휠레트,연육,명란,새우),어획물 판매/직물 수출",1976-06-30,KOSPI,004970.KS
신풍,002870,기타 전문 도매업,"마닐라판지 제조,도소매",1976-06-30,KOSPI,002870.KS
종근당홀딩스,001630,의약품 제조업,"의약품(항생제,위궤양치료제,장기이식면역억제제,고지혈증치료제(로바이드)) 제조,도매",1976-06-30,KOSPI,001630.KS
크라운해태홀딩스,005740,기타 금융업,"비스켓,쵸코렛,사탕,웨이퍼 제조,도매",1976-06-30,KOSPI,005740.KS
한독,002390,의약품 제조업,"의약품(소화제,크라포란,라식스)제조,도매,부동산 임대",1976-06-30,KOSPI,002390.KS
SG글로벌,001380,자동차 신품 부품 제조업,자동차시트 및 자동차시트커버(Seat Trim Cover),1976-06-29,KOSPI,001380.KS
SK디스커버리,006120,기타 금융업,"화섬사(폴리에스테르원사(폴리에스터F,폴리에스터SF),폴리에스터직물,아세테이트),석유화학부문(TPA,DMT),섬유원료,직물,BOTTLE용CHIP,접착제,폴리우레탄 제조,",1976-06-29,KOSPI,006120.KS
샘표,007540,기타 금융업,"간장,된장,고추장 제조,가공,판매,무역",1976-06-29,KOSPI,007540.KS
흥아해운,003280,해상 운송업,외항화물운송업(케미컬탱커),1976-06-29,KOSPI,003280.KS
GS글로벌,001250,상품 종합 도매업,"수출입업(시멘트,철강금속,전기전자,섬유,기계화학),상품중개,광업,채석업/하수처리 서비스/부동산 임대",1976-06-26,KOSPI,001250.KS
금호건설,002990,건물 건설업,"종합건설/여객운송,관광/부동산 임대,분양",1976-06-26,KOSPI,002990.KS
삼부토건,001470,토목 건설업,"토목공사,건축공사,포장공사,건설업,분양사업/건설자재 제조",1976-06-26,KOSPI,001470.KS
삼화콘덴서공업,001820,전자부품 제조업,콘덴서(축전기) 제조,1976-06-26,KOSPI,001820.KS
페이퍼코리아,001020,"펄프, 종이 및 판지 제조업","제지(신문용지,중질지),합판 제조,건설,석유류 판매",1976-06-26,KOSPI,001020.KS
동양,001520,"시멘트, 석회, 플라스터 및 그 제품 제조업",레미콘/건설공사/산업용 송풍기,1976-06-25,KOSPI,001520.KS
한화,000880,기타 화학제품 제조업,"화약,화공품,자동선반류,공작기계 제조,전자교환기,건설,정보통신,종합무역/임직원 및 개인대상 교육,세미나 및 워크샵 중계,동영상광고",1976-06-24,KOSPI,000880.KS
JW중외제약,001060,의약품 제조업,"수액제,이상지질혈증치료제,혈우병치료제,소화기궤양치료제,항생제,도매",1976-06-14,KOSPI,001060.KS
영풍,000670,1차 비철금속 제조업,"제1차 금속산업(아연괴,황산,카드뮴괴),건전지 제조,무역",1976-06-12,KOSPI,000670.KS
PKC,001340,기초 화학물질 제조업,"가성소다,합성염산 제조,판매",1976-06-10,KOSPI,001340.KS
성창기업지주,000180,회사 본부 및 경영 컨설팅 서비스업,"합판, 마루, 파티클보드, 우드칩, 포르말린 등 제조",1976-06-02,KOSPI,000180.KS
한창,005110,기계장비 및 관련 물품 도매업,"소화기, 통신장비 유통",1976-06-01,KOSPI,005110.KS
삼화왕관,004450,기타 금속 가공제품 제조업,"납세용 일반병마개,알루미늄캡,플라스틱캡 제조,판매,금속인쇄,수출",1976-05-28,KOSPI,004450.KS
KR모터스,000040,그외 기타 운송장비 제조업,"이륜차(오토바이) 제조,도매",1976-05-25,KOSPI,000040.KS
고려제강,002240,1차 철강 제조업,"PC강선,선재 2차제품,와이어로프,비드와이어,SC(Surpass Coat) Stand,각종선재 제조,도매",1976-05-25,KOSPI,002240.KS
태양금속공업,004100,자동차 신품 부품 제조업,"자동차용 강력볼트,너트,전기전자제품용 나사,자전거부품,전해동박,도금도장설비 제조",1976-05-25,KOSPI,004100.KS
SUN&L,002820,나무제품 제조업,"합판,가정용가구(선우드),MDF,제재목,하드보드 제조/부동산 임대",1976-05-22,KOSPI,002820.KS
DRB동일,004840,고무제품 제조업,"고무벨트(V벨트,콘베이어벨트,평벨트),프라스틱제품 제조,판매",1976-05-21,KOSPI,004840.KS
넥센타이어,002350,고무제품 제조업,"타이어,후랩,고무제타이어(승용자동차용,래디알구조) 제조",1976-05-19,KOSPI,002350.KS
SG세계물산,004060,상품 종합 도매업,"피복류,봉제품,P.E제품 수출입,도매,제조/조경사업",1976-04-19,KOSPI,004060.KS
롯데정밀화학,004000,기초 화학물질 제조업,"염소·셀룰로스계열, 암모니아 계열, 전자재료 등 화학제품 제조",1976-04-15,KOSPI,004000.KS
동화약품,000020,의약품 제조업,"의약품 제조,판매,수출입",1976-03-24,KOSPI,000020.KS
DL,000210,기초 화학물질 제조업,지주회사,1976-02-02,KOSPI,000210.KS
LX인터내셔널,001120,상품 중개업,"전자,기계,화공,유류.금속,의류 수출입,도소매",1976-01-30,KOSPI,001120.KS
국제약품,002720,의약품 제조업,"항생제,안약,제약 제조,도매",1975-12-27,KOSPI,002720.KS
